Protein,Len,S0,S0,S1,S1,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown
m.24011,345,2,1,0,2,-17.724,-1.7722,0.898003,0.820033,0.735017
m.24029,442,1,1,0,2,0.922,0.0717,0.959023,0.630384,0.966608
m.24046,310,0,1,0,1,2.074,0.3556,0.869719,0.547183,0.959277
m.24081,202,0,1,1,2,-4.266,-0.3264,0.999067,0.720319,0.958587
m.24092,176,1,3,2,3,1.096,0.1852,0.928901,0.598583,0.965095
m.24113,335,1,1,0,3,2.106,0.2431,0.910376,0.581547,0.96359
m.2412,527,0,0,0,1,-5.879,-0.7447,0.984304,0.77486,0.940194
m.11210,170,0,1,0,2,3.815,0.4695,0.826622,0.510988,0.953294
m.24170,270,0,0,0,3,-1.263,-0.1338,0.993253,0.681427,0.964702
m.24183,283,0,0,1,0,-6.954,-0.8372,0.989911,0.78292,0.933958
m.24205,912,1,2,1,1,5.296,0.7174,0.733307,0.427916,0.937027
m.24219,687,4,4,3,4,8.41,1.0226,0.564799,0.325697,0.91252
m.24221,132,2,2,2,3,-1.028,-0.0932,0.988629,0.672078,0.965524
m.2423,566,0,0,0,1,-0.666,-0.1367,0.99354,0.68208,0.964636
m.24247,254,1,0,0,2,3.682,0.367,0.865402,0.54362,0.958745
m.24266,335,0,0,0,0,-7.692,-1.0522,1,0.798257,0.910381
m.24267,357,0,0,0,1,-3.33,-0.5985,0.984183,0.759743,0.947445
m.1126,148,3,3,4,5,-2.538,-0.5694,0.985335,0.756304,0.948703
m.24308,388,0,0,0,0,2.025,0.3865,0.85799,0.537494,0.957796
m.24310,205,0,1,1,1,-6.352,-1.7413,0.902366,0.819791,0.745225
m.24316,262,1,0,0,0,4.584,0.9047,0.636279,0.363954,0.922694
m.2433,832,1,2,2,4,2.401,0.3853,0.858447,0.537872,0.957856
m.24351,185,0,1,0,0,5.622,0.6636,0.755228,0.44636,0.9408
m.24356,255,1,3,1,1,0.412,0.0357,0.966888,0.639971,0.966696
m.2438,9514,12,14,9,20,8.172,2.0898,0.169257,0.064088,0.845118
m.24423,342,2,3,1,2,1.53,0.288,0.894731,0.568015,0.962082
m.24437,139,0,0,0,0,-4.394,-0.8352,0.989749,0.782756,0.934114
m.24493,298,1,1,0,1,-12.316,-1.2007,1,0.806161,0.886231
m.11265,213,2,2,2,2,-7.374,-0.7289,0.983765,0.773379,0.941096
m.245,272,0,0,0,0,3.263,0.7152,0.734248,0.428673,0.937184
m.24569,99,0,1,0,0,-6.155,-0.9091,0.996544,0.788561,0.927599
m.24620,241,13,19,9,12,-9.108,-2.7181,0.379887,0.819141,0.30723
m.247,406,0,0,1,1,-1.572,-0.1783,0.996963,0.691228,0.96358
m.24718,184,1,1,1,0,-2.284,-0.2434,0.999745,0.704696,0.961582
m.24722,174,1,1,0,0,-0.534,-0.0986,0.98931,0.673343,0.965427
m.2473,459,0,0,0,1,4.184,0.6201,0.77168,0.461142,0.943763
m.24916,265,0,0,0,1,-9.614,-1.0095,1,0.795593,0.916076
m.24936,844,0,0,0,3,-9.666,-0.8974,0.995373,0.787677,0.928743
m.24947,295,5,4,6,6,-2.734,-0.3958,0.99581,0.732037,0.955858
m.11289,232,0,0,0,1,-2.008,-0.2751,0.999999,0.71087,0.960486
m.24948,811,1,1,1,3,-4.407,-1.0948,1,0.800733,0.904184
m.24964,992,5,6,4,5,3.469,0.9714,0.595885,0.342024,0.917041
m.24975,251,4,3,3,5,11.939,0.9474,0.610529,0.349834,0.919108
m.2503,175,2,2,0,3,-1.06,-0.1628,0.995836,0.687868,0.963995
m.25033,304,1,0,0,0,-0.004,-0.0006,0.974036,0.649372,0.966598
m.25041,188,0,0,0,0,0.887,0.1119,0.949298,0.619384,0.966288
m.25047,221,1,1,1,4,-10.656,-1.0857,1,0.800219,0.905553
m.25060,237,0,1,0,2,1.328,0.2004,0.924237,0.594159,0.964748
m.251,263,13,12,10,8,-7.076,-0.993,1,0.794512,0.918148
m.11298,283,1,1,0,1,-1.744,-0.1847,0.997377,0.692598,0.963401
m.25100,471,3,3,1,4,-8.052,-0.858,0.99167,0.784604,0.932276
m.25115,481,1,1,0,3,-8.101,-1.4367,0.974168,0.814945,0.83129
m.25121,520,0,0,0,0,0.675,0.0773,0.957729,0.62887,0.966578
m.25136,500,1,1,1,1,-3.279,-0.3933,0.995955,0.731636,0.955958
m.25139,549,1,2,2,4,-6.115,-1.5406,0.944597,0.817264,0.803723
m.25151,247,0,0,0,0,-3.021,-0.2997,0.999744,0.715485,0.959592
m.25153,155,2,2,2,1,2.101,0.2997,0.890504,0.564447,0.961642
m.25176,115,2,1,1,3,-17.014,-3.8197,0.091642,0.816376,0.075282
m.25195,896,2,0,1,3,-0.074,-0.0145,0.976564,0.652899,0.966511
m.11307,740,0,0,1,1,-17.186,-1.7247,0.904855,0.819649,0.750537
m.2520,559,1,2,2,4,4.19,0.4354,0.83942,0.521962,0.955228
m.25218,280,6,8,4,10,4.534,1.315,0.41756,0.241252,0.886004
m.25233,301,1,2,1,1,-7.956,-0.664,0.982917,0.76693,0.94445
m.25244,393,2,2,1,2,-3.357,-0.4065,0.995173,0.733736,0.955428
m.25260,257,0,1,1,1,-9.108,-0.7329,0.983887,0.773757,0.940871
m.25270,173,1,1,1,1,11.84,1.5606,0.348147,0.177652,0.867561
m.2531,239,8,9,7,10,8.427,1.237,0.450277,0.262472,0.892897
m.25376,167,1,1,2,2,-2.065,-0.2025,0.998364,0.696357,0.962882
m.2539,1354,1,2,0,2,-1.935,-0.2588,0.999953,0.707727,0.961058
m.25410,350,5,7,7,9,0.153,0.031,0.967858,0.641203,0.966694
m.2542,649,9,8,7,9,1.408,0.2727,0.900171,0.572655,0.962629
m.25447,912,4,4,3,9,1.784,0.3108,0.886446,0.561047,0.961206
m.25449,552,0,0,0,0,1.427,0.1893,0.927658,0.597393,0.965005
m.25457,512,1,1,0,2,3.303,0.5583,0.794153,0.481865,0.947832
m.255,815,7,7,7,11,-1.86,-0.2745,1,0.710755,0.960507
m.25538,553,0,1,1,1,-11.535,-1.0174,1,0.7961,0.915059
m.25546,453,3,6,4,4,-12.763,-1.7484,0.901334,0.81985,0.742918
m.25564,220,0,0,1,2,5.772,0.9528,0.607239,0.348069,0.918646
m.2558,405,0,0,0,1,-2.685,-0.2566,0.999934,0.707298,0.961134
m.25638,115,1,1,0,1,0.089,0.0131,0.971431,0.645856,0.966657
m.25678,189,9,8,8,10,-0.577,-0.1882,0.997589,0.693343,0.963301
m.25703,334,0,0,0,0,-13.346,-1.4353,0.974557,0.814907,0.831655
m.25727,713,1,0,0,0,0.688,0.0932,0.953947,0.624539,0.966466
m.25798,273,0,0,1,0,10.59,1.3204,0.415486,0.23981,0.88554
m.25801,239,3,6,7,8,4.845,1.0697,0.536993,0.311103,0.908255
